//粤联频道数据收集自网络上的分享260215开通IPV6
新闻HU27,#genre#
CCTV1,http://218.17.33.178:53290/tsfile/live/1001_1.m3u8$深圳信

CCTV9,http://zh.sqitv.com:888/hls/9/index.m3u8$商丘信
CCTV10,http://zh.sqitv.com:888/hls/10/index.m3u8$商丘信
CCTV2,http://zh.sqitv.com:888/hls/2/index.m3u8$商丘信
CCTV3,http://zh.sqitv.com:888/hls/3/index.m3u8$商丘信
CCTV6,http://zh.sqitv.com:888/hls/6/index.m3u8$商丘信
CCTV7,http://zh.sqitv.com:888/hls/7/index.m3u8$商丘信
CCTV8,http://zh.sqitv.com:888/hls/8/index.m3u8$商丘信
CCTV11,http://zh.sqitv.com:888/hls/11/index.m3u8$商丘信
CCTV12,http://zh.sqitv.com:888/hls/12/index.m3u8$商丘信
CCTV14,http://zh.sqitv.com:888/hls/14/index.m3u8$商丘信
CCTV15,http://zh.sqitv.com:888/hls/15/index.m3u8$商丘信
CCTV17,http://zh.sqitv.com:888/hls/17/index.m3u8$商丘信
CCTV1,http://zh.sqitv.com:888/hls/35/index.m3u8$商丘信#http://zh.sqitv.com:888/hls/39/index.m3u8$商丘信#http://zh.sqitv.com:888/hls/42/index.m3u8$商丘信#http://zh.sqitv.com:888/hls/75/index.m3u8$商丘信#http://zh.sqitv.com:888/hls/1/index.m3u8$商丘信

cctv9,rtmp://39.108.129.193:1935/cv9/jr0g_cv9$深阿里
cctv10,rtmp://39.108.129.193:1935/cv10/3fy8_cv10$深阿里
cctv2,rtmp://39.108.129.193:1935/cv2/mx6o_cv2$深阿里
cctv3,rtmp://39.108.129.193:1935/cv3/yxz4_cv3$深阿里
cctv6,rtmp://39.108.129.193:1935/cv6/re68_cv6$深阿里
cctv7,rtmp://39.108.129.193:1935/cv7/n6v4_cv7$深阿里
cctv8,rtmp://39.108.129.193:1935/cv8/rreo_cv8$深阿里
cctv11,rtmp://39.108.129.193:1935/cv11/gjnk_cv11$深阿里
cctv12,rtmp://39.108.129.193:1935/cv12/m8w0_cv12$深阿里
cctv14,rtmp://39.108.129.193:1935/cv14/16rk_cv14$深阿里
cctv15,rtmp://39.108.129.193:1935/cv15/zvk0_cv15$深阿里
cctv1,rtmp://39.108.129.193:1935/cctv1/1sao$深阿里

CCTV9,http://119.91.7.169:2026/dszb/IPTV.php?id=CCTV9$广州腾讯
CCTV10,http://119.91.7.169:2026/dszb/IPTV.php?id=CCTV10$广州腾讯
CCTV2,http://119.91.7.169:2026/dszb/IPTV.php?id=CCTV2$广州腾讯
CCTV3,http://119.91.7.169:2026/dszb/IPTV.php?id=CCTV3$广州腾讯
CCTV6,http://119.91.7.169:2026/dszb/IPTV.php?id=CCTV6$广州腾讯
CCTV7,http://119.91.7.169:2026/dszb/IPTV.php?id=CCTV7$广州腾讯
CCTV8,http://119.91.7.169:2026/dszb/IPTV.php?id=CCTV8$广州腾讯
CCTV11,http://119.91.7.169:2026/dszb/IPTV.php?id=CCTV11$广州腾讯
CCTV12,http://119.91.7.169:2026/dszb/IPTV.php?id=CCTV12$广州腾讯
CCTV14,http://119.91.7.169:2026/dszb/IPTV.php?id=CCTV14$广州腾讯
CCTV15,http://119.91.7.169:2026/dszb/IPTV.php?id=CCTV15$广州腾讯
CCTV17,http://119.91.7.169:2026/dszb/IPTV.php?id=CCTV17$广州腾讯
CCTV1,http://119.91.7.169:2026/dszb/IPTV.php?id=CCTV1$广州腾讯

CCTV9,http://47.105.93.105:7002/673168140$青岛里
CCTV10,http://47.105.93.105:7002/624878405$青岛里
CCTV2,http://47.105.93.105:7002/631780532$青岛里
CCTV3,http://47.105.93.105:7002/624878271$青岛里
CCTV6,http://47.105.93.105:7002/624878396$青岛里
CCTV7,http://47.105.93.105:7002/673168121$青岛里
CCTV8,http://47.105.93.105:7002/624878356$青岛里
CCTV11,http://47.105.93.105:7002/667987558$青岛里
CCTV12,http://47.105.93.105:7002/673168185$青岛里
CCTV14,http://47.105.93.105:7002/624878440$青岛里
CCTV15,http://47.105.93.105:7002/673168223$青岛里
CCTV17,http://47.105.93.105:7002/673168256$青岛里
CCTV1,http://47.105.93.105:7002/608807420$青岛里

CCTV9,http://116.76.254.170:44330/tsfile/live/0009_1.m3u8$天威16
CCTV10,http://116.76.254.170:44330/tsfile/live/0010_1.m3u8$天威16
CCTV2,http://116.76.254.170:44330/tsfile/live/0002_1.m3u8$天威16
CCTV3,http://116.76.254.170:44330/tsfile/live/0003_1.m3u8$天威16
CCTV6,http://116.76.254.170:44330/tsfile/live/0006_1.m3u8$天威16
CCTV7,http://116.76.254.170:44330/tsfile/live/0007_1.m3u8$天威16
CCTV8,http://116.76.254.170:44330/tsfile/live/0008_1.m3u8$天威16
CCTV11,http://116.76.254.170:44330/tsfile/live/0011_1.m3u8$天威16
CCTV12,http://116.76.254.170:44330/tsfile/live/0012_1.m3u8$天威16
CCTV14,http://116.76.254.170:44330/tsfile/live/0014_1.m3u8$天威16
CCTV15,http://116.76.254.170:44330/tsfile/live/0015_1.m3u8$天威16
CCTV1,http://116.76.254.170:44330/tsfile/live/0001_1.m3u8$天威16

CCTV9,http://111.56.90.5/000000000000/5000000010000018384/index.m3u8$呼移
CCTV10,http://111.56.90.5/000000000000/5000000004000012827/index.m3u8$呼移
CCTV2,http://111.56.90.5/000000000000/5000000005000031113/index.m3u8$呼移
CCTV3,http://111.56.90.5/000000000000/5000000002000020548/index.m3u8$呼移
CCTV6,http://111.56.90.5/000000000000/5000000004000008886/index.m3u8$呼移
CCTV7,http://111.56.90.5/000000000000/5000000005000026715/index.m3u8$呼移
CCTV8,http://111.56.90.5/000000000000/5000000004000008888/index.m3u8$呼移
CCTV11,http://111.56.90.5/000000000000/5000000006000040011/index.m3u8$呼移
CCTV12,http://111.56.90.5/000000000000/5000000011000031107/index.m3u8$呼移
CCTV14,http://111.56.90.5/000000000000/5000000004000006673/index.m3u8$呼移
CCTV15,http://111.56.90.5/000000000000/8203666801302077036/index.m3u8$呼移
CCTV17,http://111.56.90.5/000000000000/5000000011000288014/index.m3u8$呼移
CCTV1,http://111.56.90.5/000000000000/5000000004000002226/index.m3u8$呼移

CCTV9,http://58.17.89.7:8081/hls/9/index.m3u8$鹰潭联
CCTV10,http://58.17.89.7:8081/hls/10/index.m3u8$鹰潭联
CCTV2,http://58.17.89.7:8081/hls/2/index.m3u8$鹰潭联
CCTV3,http://58.17.89.7:8081/hls/3/index.m3u8$鹰潭联
CCTV6,http://58.17.89.7:8081/hls/6/index.m3u8$鹰潭联
CCTV7,http://58.17.89.7:8081/hls/7/index.m3u8$鹰潭联
CCTV8,http://58.17.89.7:8081/hls/8/index.m3u8$鹰潭联
CCTV11,http://58.17.89.7:8081/hls/11/index.m3u8$鹰潭联
CCTV12,http://58.17.89.7:8081/hls/12/index.m3u8$鹰潭联
CCTV14,http://58.17.89.7:8081/hls/14/index.m3u8$鹰潭联
CCTV15,http://58.17.89.7:8081/hls/15/index.m3u8$鹰潭联
CCTV1,http://58.17.89.7:8081/hls/1/index.m3u8$鹰潭联

CCTV4K,http://198.204.240.250:82/live/cctv4k.m3u8?jsbt=1760495957&jsbk=138a7cd8fb02f369c744cf0ceb413e85
CCTV4K,http://38.75.136.137:98/gslb/dsdqpub/cctv4k.m3u8?auth=testpub$gslb
CCTV8K,http://38.75.136.137:98/gslb/dsdqpub/cctv8k.m3u8?auth=testpub$gslb
女性时尚,http://38.75.136.137:98/gslb/dsdqpub/nxss.m3u8?auth=testpub$gslb
电视指南,http://38.75.136.137:98/gslb/dsdqpub/dszn.m3u8?auth=testpub$gslb

风云音乐,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=fyyy$密苏里
女性时尚,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=nxss$密苏里
电视指南,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=dszn$密苏里
风云音乐,http://hmfs.f3322.net:3388/hls/29/index.m3u8$茂名信

CCTV4K,http://107.150.60.122/live/cctv4k.m3u8$堪萨斯
CCTV8K,http://107.150.60.122/live/cctv8k.m3u8$堪萨斯
风云音乐,http://107.150.60.122/live/fyyy.m3u8$堪萨斯
文化精品,http://107.150.60.122/live/ysjp.m3u8$堪萨斯
女性时尚,http://107.150.60.122/live/nxss.m3u8$堪萨斯
卫生健康,http://107.150.60.122/live/wsjk.m3u8$堪萨斯
电视指南,http://107.150.60.122/live/dszn.m3u8$堪萨斯

CCTV1,http://m.061899.xyz/mg/cctv1$mg
CCTV2,http://m.061899.xyz/mg/cctv2$mg
CCTV3,http://m.061899.xyz/mg/cctv3$mg
CCTV6,http://m.061899.xyz/mg/cctv6$mg
CCTV7,http://m.061899.xyz/mg/cctv7$mg
CCTV8,http://m.061899.xyz/mg/cctv8$mg
CCTV9,http://m.061899.xyz/mg/cctv9$mg
CCTV10,http://m.061899.xyz/mg/cctv10$mg
CCTV11,http://m.061899.xyz/mg/cctv11$mg
CCTV12,http://m.061899.xyz/mg/cctv12$mg
CCTV14,http://m.061899.xyz/mg/cctv14$mg
CCTV15,http://m.061899.xyz/mg/cctv15$mg
CCTV17,http://m.061899.xyz/mg/cctv17$mg

省级频道,#genre#

北京卫视,http://zh.sqitv.com:888/hls/46/index.m3u8$商丘信
广东卫视,http://zh.sqitv.com:888/hls/47/index.m3u8$商丘信
深圳卫视,http://zh.sqitv.com:888/hls/57/index.m3u8$商丘信
东南卫视,http://zh.sqitv.com:888/hls/65/index.m3u8$商丘信
湖北卫视,http://zh.sqitv.com:888/hls/59/index.m3u8$商丘信
湖南卫视,http://zh.sqitv.com:888/hls/56/index.m3u8$商丘信
云南卫视,http://zh.sqitv.com:888/hls/61/index.m3u8$商丘信
天津卫视,http://zh.sqitv.com:888/hls/60/index.m3u8$商丘信
辽宁卫视,http://zh.sqitv.com:888/hls/51/index.m3u8$商丘信
浙江卫视,http://zh.sqitv.com:888/hls/43/index.m3u8$商丘信
安徽卫视,http://zh.sqitv.com:888/hls/50/index.m3u8$商丘信
东方卫视,http://zh.sqitv.com:888/hls/44/index.m3u8$商丘信
河北卫视,http://zh.sqitv.com:888/hls/54/index.m3u8$商丘信
四川卫视,http://zh.sqitv.com:888/hls/58/index.m3u8$商丘信
海南卫视,http://zh.sqitv.com:888/hls/69/index.m3u8$商丘信
重庆卫视,http://zh.sqitv.com:888/hls/62/index.m3u8$商丘信
江苏卫视,http://zh.sqitv.com:888/hls/45/index.m3u8$商丘信
河南卫视,http://zh.sqitv.com:888/hls/25/index.m3u8$商丘信
吉林卫视,http://zh.sqitv.com:888/hls/63/index.m3u8$商丘信
黑龙江卫视,http://zh.sqitv.com:888/hls/48/index.m3u8$商丘信
青海卫视,http://zh.sqitv.com:888/hls/71/index.m3u8$商丘信
江西卫视,http://zh.sqitv.com:888/hls/55/index.m3u8$商丘信
山东卫视,http://zh.sqitv.com:888/hls/49/index.m3u8$商丘信
广西卫视,http://zh.sqitv.com:888/hls/67/index.m3u8$商丘信
贵州卫视,http://zh.sqitv.com:888/hls/53/index.m3u8$商丘信
甘肃卫视,http://zh.sqitv.com:888/hls/70/index.m3u8$商丘信
山西卫视,http://zh.sqitv.com:888/hls/68/index.m3u8$商丘信
陕西卫视,http://zh.sqitv.com:888/hls/52/index.m3u8$商丘信
内蒙古卫视,http://zh.sqitv.com:888/hls/66/index.m3u8$商丘信
宁夏卫视,http://zh.sqitv.com:888/hls/64/index.m3u8$商丘信
新疆卫视,http://zh.sqitv.com:888/hls/76/index.m3u8$商丘信
西藏卫视,http://zh.sqitv.com:888/hls/77/index.m3u8$商丘信

北京卫视,http://47.105.93.105:7002/630287636$青岛里
广东卫视,http://47.105.93.105:7002/608831231$青岛里
湖北卫视,http://47.105.93.105:7002/947472496$青岛里
辽宁卫视,http://47.105.93.105:7002/630291707$青岛里
东方卫视,http://47.105.93.105:7002/651632648$青岛里
河北卫视,http://47.105.93.105:7002/962042070$青岛里
海南卫视,http://47.105.93.105:7002/947472502$青岛里
江苏卫视,http://47.105.93.105:7002/623899368$青岛里
河南卫视,http://47.105.93.105:7002/790187291$青岛里
吉林卫视,http://47.105.93.105:7002/947472500$青岛里
青海卫视,http://47.105.93.105:7002/947472506$青岛里
江西卫视,http://47.105.93.105:7002/783847495$青岛里
陕西卫视,http://47.105.93.105:7002/738910838$青岛里
宁夏卫视,http://47.105.93.105:7002/738910535$青岛里
三沙卫视,http://47.105.93.105:7002/961023778$青岛里
大湾区卫视,http://47.105.93.105:7002/608917627$青岛里
兵团卫视,http://47.105.93.105:7002/956923145$青岛里
农林卫视,http://47.105.93.105:7002/956904896$青岛里
上海新闻,http://47.105.93.105:7002/651632657$青岛里

北京卫视,http://60.13.52.236:65500/newlive/live/hls/22/live.m3u8$兰州联
广东卫视,http://60.13.52.236:65500/newlive/live/hls/23/live.m3u8$兰州联
深圳卫视,http://60.13.52.236:65500/newlive/live/hls/24/live.m3u8$兰州联
东南卫视,http://60.13.52.236:65500/newlive/live/hls/35/live.m3u8$兰州联
湖北卫视,http://60.13.52.236:65500/newlive/live/hls/26/live.m3u8$兰州联
湖南卫视,http://60.13.52.236:65500/newlive/live/hls/19/live.m3u8$兰州联
云南卫视,http://60.13.52.236:65500/newlive/live/hls/43/live.m3u8$兰州联
天津卫视,http://60.13.52.236:65500/newlive/live/hls/28/live.m3u8$兰州联
辽宁卫视,http://60.13.52.236:65500/newlive/live/hls/29/live.m3u8$兰州联
辽宁卫视,http://60.13.52.236:65500/newlive/live/hls/40/live.m3u8$兰州联
浙江卫视,http://60.13.52.236:65500/newlive/live/hls/21/live.m3u8$兰州联
安徽卫视,http://60.13.52.236:65500/newlive/live/hls/33/live.m3u8$兰州联
东方卫视,http://60.13.52.236:65500/newlive/live/hls/18/live.m3u8$兰州联
河北卫视,http://60.13.52.236:65500/newlive/live/hls/34/live.m3u8$兰州联
四川卫视,http://60.13.52.236:65500/newlive/live/hls/36/live.m3u8$兰州联
重庆卫视,http://60.13.52.236:65500/newlive/live/hls/37/live.m3u8$兰州联
江苏卫视,http://60.13.52.236:65500/newlive/live/hls/20/live.m3u8$兰州联
河南卫视,http://60.13.52.236:65500/newlive/live/hls/39/live.m3u8$兰州联
吉林卫视,http://60.13.52.236:65500/newlive/live/hls/41/live.m3u8$兰州联
黑龙江卫视,http://60.13.52.236:65500/newlive/live/hls/25/live.m3u8$兰州联
青海卫视,http://60.13.52.236:65500/newlive/live/hls/44/live.m3u8$兰州联
江西卫视,http://60.13.52.236:65500/newlive/live/hls/30/live.m3u8$兰州联
江西卫视,http://60.13.52.236:65500/newlive/live/hls/48/live.m3u8$兰州联
山东卫视,http://60.13.52.236:65500/newlive/live/hls/27/live.m3u8$兰州联
广西卫视,http://60.13.52.236:65500/newlive/live/hls/42/live.m3u8$兰州联
贵州卫视,http://60.13.52.236:65500/newlive/live/hls/31/live.m3u8$兰州联
甘肃卫视,http://60.13.52.236:65500/newlive/live/hls/17/live.m3u8$兰州联
山西卫视,http://60.13.52.236:65500/newlive/live/hls/47/live.m3u8$兰州联
陕西卫视,http://60.13.52.236:65500/newlive/live/hls/38/live.m3u8$兰州联
宁夏卫视,http://60.13.52.236:65500/newlive/live/hls/46/live.m3u8$兰州联
西藏卫视,http://60.13.52.236:65500/newlive/live/hls/45/live.m3u8$兰州联

北京卫视,http://116.76.254.170:44330/tsfile/live/0122_1.m3u8$天威16
广东卫视,http://116.76.254.170:44330/tsfile/live/0125_2.m3u8$天威16
深圳卫视,http://116.76.254.170:44330/tsfile/live/1013_1.m3u8$天威16
湖北卫视,http://116.76.254.170:44330/tsfile/live/0132_1.m3u8$天威16
湖南卫视,http://116.76.254.170:44330/tsfile/live/0128_1.m3u8$天威16
江西卫视,http://116.76.254.170:44330/tsfile/live/0138_1.m3u8$天威16
山东卫视,http://116.76.254.170:44330/tsfile/live/0131_1.m3u8$天威16
天津卫视,http://116.76.254.170:44330/tsfile/live/0135_1.m3u8$天威16
辽宁卫视,http://116.76.254.170:44330/tsfile/live/0121_1.m3u8$天威16
吉林卫视,http://116.76.254.170:44330/tsfile/live/0116_2.m3u8$天威16
黑龙江卫视,http://116.76.254.170:44330/tsfile/live/0143_1.m3u8$天威16
浙江卫视,http://116.76.254.170:44330/tsfile/live/0124_1.m3u8$天威16
安徽卫视,http://116.76.254.170:44330/tsfile/live/0130_1.m3u8$天威16
东方卫视,http://116.76.254.170:44330/tsfile/live/0107_1.m3u8$天威16
河北卫视,http://116.76.254.170:44330/tsfile/live/0117_1.m3u8$天威16
海南卫视,http://116.76.254.170:44330/tsfile/live/1004_1.m3u8$天威16
重庆卫视,http://116.76.254.170:44330/tsfile/live/0142_1.m3u8$天威16
江苏卫视,http://116.76.254.170:44330/tsfile/live/0127_1.m3u8$天威16
河南卫视,http://116.76.254.170:44330/tsfile/live/0139_1.m3u8$天威16
陕西卫视,http://116.76.254.170:44330/tsfile/live/0136_1.m3u8$天威16

北京卫视,http://119.91.7.169:2026/dszb/IPTV.php?id=北京卫视$广州腾讯
广东卫视,http://119.91.7.169:2026/dszb/IPTV.php?id=广东卫视$广州腾讯
深圳卫视,http://119.91.7.169:2026/dszb/IPTV.php?id=深圳卫视$广州腾讯
东南卫视,http://119.91.7.169:2026/dszb/IPTV.php?id=东南卫视$广州腾讯
湖南卫视,http://119.91.7.169:2026/dszb/IPTV.php?id=湖南卫视$广州腾讯
云南卫视,http://119.91.7.169:2026/dszb/IPTV.php?id=云南卫视$广州腾讯
天津卫视,http://119.91.7.169:2026/dszb/IPTV.php?id=天津卫视$广州腾讯
辽宁卫视,http://119.91.7.169:2026/dszb/IPTV.php?id=辽宁卫视$广州腾讯
浙江卫视,http://119.91.7.169:2026/dszb/IPTV.php?id=浙江卫视$广州腾讯
东方卫视,http://119.91.7.169:2026/dszb/IPTV.php?id=东方卫视$广州腾讯
河北卫视,http://119.91.7.169:2026/dszb/IPTV.php?id=河北卫视$广州腾讯
四川卫视,http://119.91.7.169:2026/dszb/IPTV.php?id=四川卫视$广州腾讯
海南卫视,http://119.91.7.169:2026/dszb/IPTV.php?id=海南卫视$广州腾讯
重庆卫视,http://119.91.7.169:2026/dszb/IPTV.php?id=重庆卫视$广州腾讯
江苏卫视,http://119.91.7.169:2026/dszb/IPTV.php?id=江苏卫视$广州腾讯
吉林卫视,http://119.91.7.169:2026/dszb/IPTV.php?id=吉林卫视$广州腾讯
黑龙江卫视,http://119.91.7.169:2026/dszb/IPTV.php?id=黑龙江卫视$广州腾讯
青海卫视,http://119.91.7.169:2026/dszb/IPTV.php?id=青海卫视$广州腾讯
江西卫视,http://119.91.7.169:2026/dszb/IPTV.php?id=江西卫视$广州腾讯
山东卫视,http://119.91.7.169:2026/dszb/IPTV.php?id=山东卫视$广州腾讯
广西卫视,http://119.91.7.169:2026/dszb/IPTV.php?id=广西卫视$广州腾讯
贵州卫视,http://119.91.7.169:2026/dszb/IPTV.php?id=贵州卫视$广州腾讯
甘肃卫视,http://119.91.7.169:2026/dszb/IPTV.php?id=甘肃卫视$广州腾讯
山西卫视,http://119.91.7.169:2026/dszb/IPTV.php?id=山西卫视$广州腾讯
陕西卫视,http://119.91.7.169:2026/dszb/IPTV.php?id=陕西卫视$广州腾讯
内蒙古卫视,http://119.91.7.169:2026/dszb/IPTV.php?id=内蒙古卫视$广州腾讯
宁夏卫视,http://119.91.7.169:2026/dszb/IPTV.php?id=宁夏卫视$广州腾讯
新疆卫视,http://119.91.7.169:2026/dszb/IPTV.php?id=新疆卫视$广州腾讯
西藏卫视,http://119.91.7.169:2026/dszb/IPTV.php?id=西藏卫视$广州腾讯

北京卫视,http://58.17.89.7:8081/hls/51/index.m3u8$鹰潭联
广东卫视,http://58.17.89.7:8081/hls/72/index.m3u8$鹰潭联
深圳卫视,http://58.17.89.7:8081/hls/54/index.m3u8$鹰潭联
东南卫视,http://58.17.89.7:8081/hls/62/index.m3u8$鹰潭联
湖南卫视,http://58.17.89.7:8081/hls/47/index.m3u8$鹰潭联
云南卫视,http://58.17.89.7:8081/hls/68/index.m3u8$鹰潭联
天津卫视,http://58.17.89.7:8081/hls/57/index.m3u8$鹰潭联
辽宁卫视,http://58.17.89.7:8081/hls/58/index.m3u8$鹰潭联
浙江卫视,http://58.17.89.7:8081/hls/48/index.m3u8$鹰潭联
安徽卫视,http://58.17.89.7:8081/hls/52/index.m3u8$鹰潭联
东方卫视,http://58.17.89.7:8081/hls/49/index.m3u8$鹰潭联
河北卫视,http://58.17.89.7:8081/hls/65/index.m3u8$鹰潭联
重庆卫视,http://58.17.89.7:8081/hls/63/index.m3u8$鹰潭联
江苏卫视,http://58.17.89.7:8081/hls/50/index.m3u8$鹰潭联
河南卫视,http://58.17.89.7:8081/hls/64/index.m3u8$鹰潭联
吉林卫视,http://58.17.89.7:8081/hls/59/index.m3u8$鹰潭联
黑龙江卫视,http://58.17.89.7:8081/hls/66/index.m3u8$鹰潭联
青海卫视,http://58.17.89.7:8081/hls/67/index.m3u8$鹰潭联
江西卫视,http://58.17.89.7:8081/hls/16/index.m3u8$鹰潭联
山东卫视,http://58.17.89.7:8081/hls/53/index.m3u8$鹰潭联
甘肃卫视,http://58.17.89.7:8081/hls/70/index.m3u8$鹰潭联
山西卫视,http://58.17.89.7:8081/hls/61/index.m3u8$鹰潭联
陕西卫视,http://58.17.89.7:8081/hls/69/index.m3u8$鹰潭联

北京卫视,http://107.150.60.122/live/bjwshd.m3u8$堪萨斯
广东卫视,http://107.150.60.122/live/gdwshd.m3u8$堪萨斯
深圳卫视,http://107.150.60.122/live/szwshd.m3u8$堪萨斯
东南卫视,http://107.150.60.122/live/dnwshd.m3u8$堪萨斯
湖北卫视,http://107.150.60.122/live/hbwshd.m3u8$堪萨斯
湖南卫视,http://107.150.60.122/live/hnwshd.m3u8$堪萨斯
云南卫视,http://107.150.60.122/live/ynwshd.m3u8$堪萨斯
天津卫视,http://107.150.60.122/live/tjwshd.m3u8$堪萨斯
辽宁卫视,http://107.150.60.122/live/lnwshd.m3u8$堪萨斯
浙江卫视,http://107.150.60.122/live/zjwshd.m3u8$堪萨斯
安徽卫视,http://107.150.60.122/live/ahwshd.m3u8$堪萨斯
东方卫视,http://107.150.60.122/live/dfwshd.m3u8$堪萨斯
四川卫视,http://107.150.60.122/live/scwshd.m3u8$堪萨斯
重庆卫视,http://107.150.60.122/live/cqwshd.m3u8$堪萨斯
江苏卫视,http://107.150.60.122/live/jswshd.m3u8$堪萨斯
河南卫视,http://107.150.60.122/live/hawshd.m3u8$堪萨斯
吉林卫视,http://107.150.60.122/live/jlwshd.m3u8$堪萨斯
黑龙江卫视,http://107.150.60.122/live/hljwshd.m3u8$堪萨斯
青海卫视,http://107.150.60.122/live/qhws.m3u8$堪萨斯
江西卫视,http://107.150.60.122/live/jxwshd.m3u8$堪萨斯
山东卫视,http://107.150.60.122/live/sdwshd.m3u8$堪萨斯
广西卫视,http://107.150.60.122/live/gxwshd.m3u8$堪萨斯
贵州卫视,http://107.150.60.122/live/gzwshd.m3u8$堪萨斯
甘肃卫视,http://107.150.60.122/live/gswshd.m3u8$堪萨斯
山西卫视,http://107.150.60.122/live/sxwshd.m3u8$堪萨斯
陕西卫视,http://107.150.60.122/live/snwshd.m3u8$堪萨斯
内蒙古卫视,http://107.150.60.122/live/nmgws.m3u8$堪萨斯
宁夏卫视,http://107.150.60.122/live/nxws.m3u8$堪萨斯
新疆卫视,http://107.150.60.122/live/xjws.m3u8$堪萨斯
三沙卫视,http://107.150.60.122/live/ssws.m3u8$堪萨斯
大湾区卫视,http://107.150.60.122/live/nfws.m3u8$堪萨斯
兵团卫视,http://107.150.60.122/live/btws.m3u8$堪萨斯
西藏卫视,http://107.150.60.122/live/xzws.m3u8$堪萨斯

浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8$索
浙江卫视,http://play-qukan.cztv.com/live/1746687519046362.m3u8$索
浙江卫视,https://play-qukan.cztv.com/live/1758879019692345.m3u8$4k
河北卫视,http://event.pull.hebtv.com/jishi/weishi_tingyun.m3u8$索
山西卫视,https://livehhhttps.sxrtv.com/lsdream/q8RVWgs/1000/03sqoR0.m3u8$索
吉林卫视,http://live-master.jlntv.cn/jlwshd/sd/live.m3u8$索
陕西卫视,http://gxlive.snrtv.com/sxws-SD.m3u8$索#http://stream.snrtv.com/sxbc-star-gwHKQ9.m3u8$索2#http://stream.snrtv.com/sxbc-star-chmwUV.m3u8$索
内蒙古卫视,http://play1-qk.nmtv.cn/3208526general.m3u8$索
延边卫视,http://srs.iyb983.cn/video/CYS/index.m3u8$索
三沙卫视,https://srs.ssws.tv/video/sstv-10/index.m3u8$索

北京新闻,http://m.061899.xyz/mg/bjxw$mg
上海新闻,http://m.061899.xyz/mg/shxw$mg
北京文艺,http://m.061899.xyz/mg/bjwy$mg
北京影视,http://m.061899.xyz/mg/bjys$mg
北京生活,http://m.061899.xyz/mg/bjsh$mg
浙江卫视,http://m.061899.xyz/mg/zjws$mg
广东卫视,http://m.061899.xyz/mg/gdws$mg
江苏卫视,http://m.061899.xyz/mg/jsws$mg
东方卫视,http://m.061899.xyz/mg/dfws$mg
陕西卫视,http://m.061899.xyz/mg/sxws$mg
江西卫视,http://m.061899.xyz/mg/jxws$mg
湖北卫视,http://m.061899.xyz/mg/hubws$mg
吉林卫视,http://m.061899.xyz/mg/jlws$mg
青海卫视,http://m.061899.xyz/mg/qhws$mg
河南卫视,http://m.061899.xyz/mg/hnws$mg
海南卫视,http://m.061899.xyz/mg/hinws$mg
北京卫视,http://m.061899.xyz/mg/bjws$mg
内蒙古卫视,http://m.061899.xyz/mg/nmgws$mg
甘肃卫视,http://m.061899.xyz/mg/gsws$mg
河北卫视,http://m.061899.xyz/mg/hbws$mg
山西卫视,http://m.061899.xyz/mg/sxiws$mg
贵州卫视,http://m.061899.xyz/mg/gzws$mg
新疆卫视,http://m.061899.xyz/mg/xjws$mg
西藏卫视,http://m.061899.xyz/mg/xzws$mg
兵团卫视,http://m.061899.xyz/mg/btws$mg
新疆卫视,http://go.bkpcp.top/mg/xjws$go
西藏卫视,http://go.bkpcp.top/mg/xzws$go

北京新闻,http://114.241.111.4:85/tsfile/live/24/1024_1.m3u8?key=txiptv$大兴联
北京文艺,http://114.241.111.4:85/tsfile/live/17/1017_1.m3u8?key=txiptv$大兴联
北京影视,http://114.241.111.4:85/tsfile/live/19/1019_1.m3u8?key=txiptv$大兴联
北京生活,http://114.241.111.4:85/tsfile/live/22/1022_1.m3u8?key=txiptv$大兴联
北京4K,http://114.241.111.4:85/tsfile/live/21/1021_1.m3u8?key=txiptv$大兴联

湖南卫视4K,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/dWlwPTEyNy4wLjAuMSZ1aWQ9cWluZy1jbXMmbm5fdGltZXpvbmU9OCZjZG5leF9pZD1hbF9obHNfbGR2dCZ1dWlkPTliODY4NmU5ZTM2YzYwMmMmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8#http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/Y2RuZXhfaWQ9YWxfaGxzX2xkdnQmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8
东方4K,http://bp-resource-dfl.bestv.cn/148/3/video.m3u8$bp4K
苏州4K,https://tylive.kan0512.com/norecord/csztv4k_4k.m3u8#http://live-auth.51kandianshi.com/szgd/csztv4k_fhd.m3u#http://tylive.kan0512.com/norecord/csztv4k_4k.m3u8#https://live-auth.51kandianshi.com/szgd/csztv4k_hd.m3u8
